1,1,0.5466
1,2,0.39933
1,4,0.41037
1,8,0.44261
1,16,0.5038
1,32,0.57545
1,64,0.6756
1,128,0.95332
1,256,1.30799
2,1,0.53558
2,2,0.39611
2,4,0.40903
2,8,0.44561
2,16,0.50392
2,32,0.56639
2,64,0.70336
2,128,0.89355
2,256,1.29615
4,1,0.54707
4,2,0.39368
4,4,0.40461
4,8,0.42216
4,16,0.49908
4,32,0.57094
4,64,0.68714
4,128,0.89533
4,256,1.29925
8,1,0.53949
8,2,0.3902
8,4,0.40176
8,8,0.43054
8,16,0.50149
8,32,0.57068
8,64,0.67714
8,128,0.89035
8,256,1.29884
16,1,0.55246
16,2,0.39866
16,4,0.40244
16,8,0.4517
16,16,0.50855
16,32,0.567
16,64,0.6748
16,128,0.8946
16,256,1.29319
32,1,0.54073
32,2,0.3897
32,4,0.40187
32,8,0.45734
32,16,0.52482
32,32,0.58779
32,64,0.67294
32,128,0.84871
32,256,1.2771
64,1,0.54259
64,2,0.39415
64,4,0.40648
64,8,0.42076
64,16,0.49952
64,32,0.49039
64,64,0.68756
64,128,0.88132
64,256,1.28886
128,1,0.54124
128,2,0.38966
128,4,0.41168
128,8,0.42353
128,16,0.50724
128,32,0.57078
128,64,0.67837
128,128,0.8778
128,256,1.33941
256,1,0.53818
256,2,0.39372
256,4,0.40585
256,8,0.43079
256,16,0.49959
256,32,0.56599
256,64,0.66961
256,128,0.93775
256,256,1.30388
512,1,0.53827
512,2,0.41014
512,4,0.41912
512,8,0.43635
512,16,0.50075
512,32,0.5923
512,64,0.68274
512,128,0.89607
512,256,1.25978
1024,1,0.55826
1024,2,0.39955
1024,4,0.40788
1024,8,0.43405
1024,16,0.5083
1024,32,0.57059
1024,64,0.68361
1024,128,0.89177
1024,256,0.87869
