1, 1, 0.0
1, 2, 0.0
1, 4, 0.0
1, 8, 0.0
1, 16, 0.0
1, 32, 0.0
1, 64, 0.0
1, 128, 0.0
1, 256, 0.0
2, 1, 0.0
2, 2, 0.0
2, 4, 0.0
2, 8, 0.0
2, 16, 0.0
2, 32, 0.0
2, 64, 0.0
2, 128, 0.0
2, 256, 0.0
4, 1, 0.0
4, 2, 0.0
4, 4, 0.0
4, 8, 0.0
4, 16, 0.0
4, 32, 0.0
4, 64, 0.0
4, 128, 0.0
4, 256, 0.0
8, 1, 0.0
8, 2, 0.0
8, 4, 0.0
8, 8, 0.0
8, 16, 0.0
8, 32, 0.0
8, 64, 0.0
8, 128, 0.0
8, 256, 0.0
16, 1, 0.0127963965347358
16, 2, 0.0210145841213802
16, 4, 0.0364245647264515
16, 8, 0.03527585720333
16, 16, 0.0316355583676052
16, 32, 0.0298213699937375
16, 64, 0.0247231012658228
16, 128, 0.0208872921714429
16, 256, 0.014454626926079
32, 1, 0.0371383651691653
32, 2, 0.0634169027184712
32, 4, 0.108636610537751
32, 8, 0.104482290251802
32, 16, 0.0972258231786362
32, 32, 0.0860683956851044
32, 64, 0.0727660813039682
32, 128, 0.0626736582614327
32, 256, 0.0431673309639265
64, 1, 0.073662111892748
64, 2, 0.131420435877779
64, 4, 0.215277528613972
64, 8, 0.21754106087524
64, 16, 0.194546220939658
64, 32, 0.176486160543577
64, 64, 0.143160506788194
64, 128, 0.126638384094219
64, 256, 0.0877411052454558
128, 1, 0.145868280942309
128, 2, 0.264270613107822
128, 4, 0.417594654788419
128, 8, 0.424268137462877
128, 16, 0.383288616328095
128, 32, 0.335908632851864
128, 64, 0.321948863788801
128, 128, 0.252610306500505
128, 256, 0.178205470907957
256, 1, 0.305448436485816
256, 2, 0.560224089635854
256, 4, 0.855218615258525
256, 8, 0.851456345123639
256, 16, 0.789032448959463
256, 32, 0.678464408887884
256, 64, 0.566866644621853
256, 128, 0.496894409937888
256, 256, 0.355408126999171
512, 1, 0.619842714911091
512, 2, 1.16828116633403
512, 4, 1.76710967124397
512, 8, 1.69629289323957
512, 16, 1.58342679949858
512, 32, 1.36561495348374
512, 64, 1.24613826942548
512, 128, 1.00359621978757
512, 256, 0.705032167092624
1024, 1, 1.22970043483222
1024, 2, 2.30179635034764
1024, 4, 3.56788170816935
1024, 8, 3.47657790043368
1024, 16, 3.10221312523986
1024, 32, 2.79474472744036
1024, 64, 2.45681576414569
1024, 128, 1.96686740880427
1024, 256, 1.45159600736273
2048, 1, 2.22265282162926
2048, 2, 4.79634002361275
2048, 4, 7.26175846274159
2048, 8, 6.89728353140917
2048, 16, 6.19677132324902
2048, 32, 5.50660792951542
2048, 64, 4.80283736853772
2048, 128, 3.58627285099496
2048, 256, 2.7039019384897
4096, 1, 4.67603472255527
4096, 2, 9.2209481026126
4096, 4, 14.3996455471865
4096, 8, 13.1110065218853
4096, 16, 12.7693012900268
4096, 32, 10.9877725812813
4096, 64, 9.47383763299811
4096, 128, 7.67248332710354
4096, 256, 5.73520977632682
8192, 1, 9.6297300962973
8192, 2, 18.2968255827574
8192, 4, 29.0853567704454
8192, 8, 27.5582215949188
8192, 16, 25.2939080869255
8192, 32, 22.2932663488711
8192, 64, 19.7286988152676
8192, 128, 15.0615188799321
8192, 256, 10.9590963305971
16384, 1, 19.309219472396
16384, 2, 38.4871257853887
16384, 4, 56.6783990710839
16384, 8, 57.6447577222571
16384, 16, 48.8247061765441
16384, 32, 44.9599907892464
16384, 64, 39.1586652961969
16384, 128, 28.6164443793053
16384, 256, 20.8119595485857
32768, 1, 40.3632042571879
32768, 2, 71.4040900262767
32768, 4, 115.650790126198
32768, 8, 106.684418953981
32768, 16, 102.829878249424
32768, 32, 87.9711736058328
32768, 64, 73.3998825601879
32768, 128, 58.1514356426432
32768, 256, 42.9765932282642
65536, 1, 66.1298684809176
65536, 2, 132.196793434578
65536, 4, 190.380456303878
65536, 8, 178.209917025463
65536, 16, 190.897984117288
65536, 32, 150.370512943894
65536, 64, 130.094500645269
65536, 128, 105.254294375211
65536, 256, 76.8068032394037
