1, 1, 0.79944
1, 2, 0.41957
1, 4, 0.29553
1, 8, 0.283
1, 16, 0.30844
1, 32, 0.34989
1, 64, 0.41464
1, 128, 0.48078
1, 256, 0.67465
2, 1, 0.78869
2, 2, 0.41806
2, 4, 0.28624
2, 8, 0.27885
2, 16, 0.3145
2, 32, 0.35651
2, 64, 0.39083
2, 128, 0.47168
2, 256, 0.67938
4, 1, 0.79549
4, 2, 0.42261
4, 4, 0.2795
4, 8, 0.28392
4, 16, 0.31104
4, 32, 0.34666
4, 64, 0.40779
4, 128, 0.47116
4, 256, 0.67938
8, 1, 0.79217
8, 2, 0.42299
8, 4, 0.28226
8, 8, 0.2886
8, 16, 0.32419
8, 32, 0.33982
8, 64, 0.37956
8, 128, 0.47915
8, 256, 0.68562
16, 1, 0.78147
16, 2, 0.47586
16, 4, 0.27454
16, 8, 0.28348
16, 16, 0.3161
16, 32, 0.33533
16, 64, 0.40448
16, 128, 0.47876
16, 256, 0.69182
32, 1, 0.80779
32, 2, 0.47306
32, 4, 0.27615
32, 8, 0.28713
32, 16, 0.30856
32, 32, 0.34856
32, 64, 0.41228
32, 128, 0.47867
32, 256, 0.69497
64, 1, 0.81453
64, 2, 0.45655
64, 4, 0.27871
64, 8, 0.27581
64, 16, 0.30841
64, 32, 0.33997
64, 64, 0.41911
64, 128, 0.47379
64, 256, 0.68383
128, 1, 0.82266
128, 2, 0.45408
128, 4, 0.28736
128, 8, 0.28284
128, 16, 0.31308
128, 32, 0.35724
128, 64, 0.37273
128, 128, 0.47504
128, 256, 0.67338
256, 1, 0.78573
256, 2, 0.4284
256, 4, 0.28063
256, 8, 0.28187
256, 16, 0.30417
256, 32, 0.35374
256, 64, 0.42338
256, 128, 0.483
256, 256, 0.67528
512, 1, 0.77439
512, 2, 0.41086
512, 4, 0.27163
512, 8, 0.28297
512, 16, 0.30314
512, 32, 0.35149
512, 64, 0.38519
512, 128, 0.47828
512, 256, 0.68082
1024, 1, 0.78881
1024, 2, 0.42141
1024, 4, 0.27187
1024, 8, 0.27901
1024, 16, 0.31268
1024, 32, 0.34708
1024, 64, 0.39482
1024, 128, 0.49317
1024, 256, 0.66823
2048, 1, 0.87733
2048, 2, 0.40656
2048, 4, 0.26853
2048, 8, 0.28272
2048, 16, 0.31468
2048, 32, 0.35412
2048, 64, 0.40601
2048, 128, 0.54374
2048, 256, 0.72118
4096, 1, 0.83404
4096, 2, 0.42295
4096, 4, 0.27084
4096, 8, 0.29746
4096, 16, 0.30542
4096, 32, 0.35494
4096, 64, 0.41166
4096, 128, 0.50831
4096, 256, 0.68001
8192, 1, 0.81103
8192, 2, 0.42685
8192, 4, 0.26852
8192, 8, 0.2834
8192, 16, 0.30877
8192, 32, 0.35033
8192, 64, 0.39587
8192, 128, 0.51854
8192, 256, 0.71265
16384, 1, 0.80894
16384, 2, 0.40585
16384, 4, 0.27559
16384, 8, 0.27097
16384, 16, 0.31992
16384, 32, 0.34742
16384, 64, 0.39889
16384, 128, 0.54584
16384, 256, 0.75053
32768, 1, 0.77422
32768, 2, 0.43765
32768, 4, 0.27021
32768, 8, 0.29292
32768, 16, 0.3039
32768, 32, 0.35523
32768, 64, 0.42575
32768, 128, 0.53739
32768, 256, 0.72714
65536, 1, 0.94511
65536, 2, 0.47278
65536, 4, 0.32829
65536, 8, 0.35071
65536, 16, 0.3274
65536, 32, 0.41564
65536, 64, 0.48042
65536, 128, 0.5938
65536, 256, 0.81373
