1|1|0.5466
1|2|0.39933
1|4|0.41037
1|8|0.44261
1|16|0.5038
1|32|0.57545
1|64|0.6756
1|128|0.95332
1|256|1.30799
2|1|0.79944
2|2|0.41957
2|4|0.29553
2|8|0.283
2|16|0.30844
2|32|0.34989
2|64|0.41464
2|128|0.48078
2|256|0.67465
4|1|0.94345
4|2|0.48498
4|4|0.26327
4|8|0.161
4|16|0.13907
4|32|0.13978
4|64|0.17318
4|128|0.21719
4|256|0.29786
8|1|1.13308
8|2|0.60488
8|4|0.35164
8|8|0.20698
8|16|0.15013
8|32|0.11129
8|64|0.14631
8|128|0.1791
8|256|0.24413
