1|1|1.73754164726113
1|2|2.4277311975973
1|4|2.37815043640286
1|8|2.2347655800023
1|16|1.90832185717096
1|32|1.6999947422843
1|64|1.41893769839528
1|128|1.08772441324557
1|256|1.10391605685737
2|1|1.22970043483222
2|2|2.30179635034764
2|4|3.56788170816935
2|8|3.47657790043368
2|16|3.10221312523986
2|32|2.79474472744036
2|64|2.45681576414569
2|128|1.96686740880427
2|256|1.45159600736273
4|1|1.02971306037091
4|2|1.97495673419526
4|4|3.70115995115995
4|8|5.85642697578941
4|16|6.61033119803735
4|32|6.8247379159924
4|64|5.61440064826069
4|128|4.50575994054255
4|256|3.32055319731617
8|1|0.843874514989647
8|2|1.65888529748773
8|4|2.92618178527256
8|8|4.49573600296626
8|16|6.44989693463661
8|32|8.64296533903591
8|64|6.72257259685356
8|128|5.12360025353898
8|256|3.78507043352714
