1,2,0.23245
2,2,0.23423
4,2,0.23356
8,2,0.24183
16,2,0.24089
32,2,0.24244
64,2,0.3251
128,2,0.24908
256,2,0.26619
512,2,0.28466
1024,2,0.33234
2048,2,0.46318
4096,2,0.61477
8192,2,0.95039
16384,2,1.62492
1,4,0.11076
2,4,0.11547
4,4,0.11284
8,4,0.10575
16,4,0.10962
32,4,0.10969
64,4,0.11067
128,4,0.11324
256,4,0.11779
512,4,0.12254
1024,4,0.14233
2048,4,0.17372
4096,4,0.23687
8192,4,0.35221
16384,4,0.59651
1,8,0.09837
2,8,0.09539
4,8,0.10325
8,8,0.09915
16,8,0.08986
32,8,0.08861
64,8,0.09799
128,8,0.16558
256,8,0.08981
512,8,0.1304
1024,8,0.12361
2048,8,0.13439
4096,8,0.1723
8192,8,0.25912
16384,8,0.43634
1,1,0.29671
2,1,0.39915
4,1,0.38809
8,1,0.40198
16,1,0.40135
32,1,0.42
64,1,0.4059
128,1,0.41885
256,1,0.46875
512,1,0.50861
1024,1,0.58796
2048,1,0.74333
4096,1,1.21001
8192,1,1.76005
16384,1,2.86128
