1, 1, 1.05515
1, 2, 0.4945
1, 4, 0.2926
1, 8, 0.17723
1, 16, 0.12032
1, 32, 0.09837
1, 64, 0.11411
1, 128, 0.13572
1, 256, 0.23624
2, 1, 0.99034
2, 2, 0.50255
2, 4, 0.28827
2, 8, 0.17521
2, 16, 0.11218
2, 32, 0.09539
2, 64, 0.10324
2, 128, 0.12924
2, 256, 0.19959
4, 1, 0.91727
4, 2, 0.48462
4, 4, 0.28512
4, 8, 0.17963
4, 16, 0.11496
4, 32, 0.10325
4, 64, 0.10897
4, 128, 0.13015
4, 256, 0.19646
8, 1, 0.92822
8, 2, 0.49437
8, 4, 0.30242
8, 8, 0.17876
8, 16, 0.11327
8, 32, 0.09915
8, 64, 0.10263
8, 128, 0.13193
8, 256, 0.20177
16, 1, 1.00674
16, 2, 0.4928
16, 4, 0.29789
16, 8, 0.18318
16, 16, 0.11293
16, 32, 0.08986
16, 64, 0.10557
16, 128, 0.13254
16, 256, 0.19635
32, 1, 0.93813
32, 2, 0.493
32, 4, 0.29073
32, 8, 0.18168
32, 16, 0.11354
32, 32, 0.08861
32, 64, 0.10118
32, 128, 0.1753
32, 256, 0.20069
64, 1, 0.97622
64, 2, 0.50121
64, 4, 0.2991
64, 8, 0.19296
64, 16, 0.1167
64, 32, 0.09799
64, 64, 0.10695
64, 128, 0.15164
64, 256, 0.19781
128, 1, 0.97334
128, 2, 0.5116
128, 4, 0.29762
128, 8, 0.19865
128, 16, 0.12843
128, 32, 0.16558
128, 64, 0.1134
128, 128, 0.14157
128, 256, 0.198
256, 1, 0.98962
256, 2, 0.57013
256, 4, 0.31886
256, 8, 0.18671
256, 16, 0.12963
256, 32, 0.08981
256, 64, 0.11062
256, 128, 0.14086
256, 256, 0.20273
512, 1, 1.06488
512, 2, 0.57478
512, 4, 0.32799
512, 8, 0.22174
512, 16, 0.12409
512, 32, 0.1304
512, 64, 0.12064
512, 128, 0.15175
512, 256, 0.20816
1024, 1, 1.17874
1024, 2, 0.61747
1024, 4, 0.3819
1024, 8, 0.24707
1024, 16, 0.15649
1024, 32, 0.12361
1024, 64, 0.14521
1024, 128, 0.18541
1024, 256, 0.22115
2048, 1, 1.38565
2048, 2, 0.74737
2048, 4, 0.46905
2048, 8, 0.25175
2048, 16, 0.15926
2048, 32, 0.13439
2048, 64, 0.15476
2048, 128, 0.19761
2048, 256, 0.2481
4096, 1, 1.78335
4096, 2, 0.95121
4096, 4, 0.52418
4096, 8, 0.33981
4096, 16, 0.29967
4096, 32, 0.1723
4096, 64, 0.19396
4096, 128, 0.34258
4096, 256, 0.28393
8192, 1, 2.93518
8192, 2, 1.4273
8192, 4, 0.76609
8192, 8, 0.45123
8192, 16, 0.28124
8192, 32, 0.25912
8192, 64, 0.27794
8192, 128, 0.31983
8192, 256, 0.3617
16384, 1, 4.27003
16384, 2, 2.2902
16384, 4, 1.21912
16384, 8, 0.69839
16384, 16, 0.46775
16384, 32, 0.43634
16384, 64, 0.44548
16384, 128, 0.47454
16384, 256, 0.5341
32768, 1, 8.20847
32768, 2, 4.36089
32768, 4, 2.3263
32768, 8, 1.32167
32768, 16, 0.88487
32768, 32, 0.87672
32768, 64, 0.85149
32768, 128, 0.86123
32768, 256, 0.91125
65536, 1, 17.23607
65536, 2, 8.69764
65536, 4, 4.62183
65536, 8, 2.49922
65536, 16, 1.73121
65536, 32, 1.62615
65536, 64, 1.62124
65536, 128, 1.59426
65536, 256, 1.63613
