1, 1, 0.71608
1, 2, 0.37208
1, 4, 0.20327
1, 8, 0.13188
1, 16, 0.11014
1, 32, 0.11076
1, 64, 0.11756
1, 128, 0.16498
1, 256, 0.25608
2, 1, 0.73013
2, 2, 0.44874
2, 4, 0.20944
2, 8, 0.13026
2, 16, 0.10478
2, 32, 0.11547
2, 64, 0.13027
2, 128, 0.15872
2, 256, 0.25313
4, 1, 0.74069
4, 2, 0.37061
4, 4, 0.20998
4, 8, 0.12675
4, 16, 0.1056
4, 32, 0.11284
4, 64, 0.13386
4, 128, 0.16121
4, 256, 0.25324
8, 1, 0.70903
8, 2, 0.37482
8, 4, 0.20706
8, 8, 0.12581
8, 16, 0.10371
8, 32, 0.10575
8, 64, 0.11645
8, 128, 0.15878
8, 256, 0.25082
16, 1, 0.71533
16, 2, 0.38416
16, 4, 0.20456
16, 8, 0.12753
16, 16, 0.10794
16, 32, 0.10962
16, 64, 0.11961
16, 128, 0.16244
16, 256, 0.25468
32, 1, 0.73225
32, 2, 0.38711
32, 4, 0.21272
32, 8, 0.12764
32, 16, 0.10692
32, 32, 0.10969
32, 64, 0.11813
32, 128, 0.16192
32, 256, 0.25639
64, 1, 0.75248
64, 2, 0.38905
64, 4, 0.20925
64, 8, 0.13366
64, 16, 0.10852
64, 32, 0.11067
64, 64, 0.12127
64, 128, 0.16497
64, 256, 0.25169
128, 1, 0.76976
128, 2, 0.40654
128, 4, 0.22355
128, 8, 0.13055
128, 16, 0.11082
128, 32, 0.11324
128, 64, 0.12164
128, 128, 0.16486
128, 256, 0.25591
256, 1, 0.78537
256, 2, 0.40878
256, 4, 0.22555
256, 8, 0.13687
256, 16, 0.11778
256, 32, 0.11779
256, 64, 0.13072
256, 128, 0.17148
256, 256, 0.26212
512, 1, 0.84485
512, 2, 0.43376
512, 4, 0.24094
512, 8, 0.15089
512, 16, 0.1264
512, 32, 0.12254
512, 64, 0.13594
512, 128, 0.1813
512, 256, 0.26859
1024, 1, 0.96849
1024, 2, 0.50874
1024, 4, 0.28927
1024, 8, 0.18091
1024, 16, 0.15782
1024, 32, 0.14233
1024, 64, 0.16948
1024, 128, 0.19235
1024, 256, 0.28445
2048, 1, 1.18857
2048, 2, 0.61744
2048, 4, 0.33673
2048, 8, 0.20436
2048, 16, 0.17893
2048, 32, 0.17372
2048, 64, 0.1875
2048, 128, 0.23032
2048, 256, 0.31767
4096, 1, 1.63232
4096, 2, 0.83906
4096, 4, 0.44542
4096, 8, 0.27683
4096, 16, 0.23997
4096, 32, 0.23687
4096, 64, 0.26395
4096, 128, 0.39574
4096, 256, 0.47636
8192, 1, 2.53991
8192, 2, 1.28122
8192, 4, 0.66501
8192, 8, 0.4031
8192, 16, 0.36129
8192, 32, 0.35221
8192, 64, 0.38527
8192, 128, 0.42316
8192, 256, 0.50783
16384, 1, 4.28901
16384, 2, 2.17663
16384, 4, 1.12552
16384, 8, 0.64872
16384, 16, 0.59591
16384, 32, 0.59651
16384, 64, 0.62563
16384, 128, 0.66314
16384, 256, 0.75306
32768, 1, 8.51102
32768, 2, 4.31558
32768, 4, 2.23286
32768, 8, 1.24863
32768, 16, 1.19896
32768, 32, 1.21727
32768, 64, 1.21563
32768, 128, 1.3721
32768, 256, 1.36548
65536, 1, 16.33619
65536, 2, 8.43463
65536, 4, 4.23219
65536, 8, 2.43526
65536, 16, 2.32231
65536, 32, 2.35317
65536, 64, 2.3787
65536, 128, 1.32475
65536, 256, 1.64524
